NODE_ID   LABEL     STATUS    DEGREE
101       0         LICIT     0
102       0         LICIT     1
103       0         LICIT     3
104       0         LICIT     2
105       0         LICIT     2
106       0         LICIT     1
107       0         LICIT     17
108       0         LICIT     1
109       0         LICIT     5
110       0         LICIT     3
111       0         LICIT     4
112       0         LICIT     2
113       0         LICIT     7
114       0         LICIT     3
115       0         LICIT     2
116       0         LICIT     1
117       0         LICIT     1
118       0         LICIT     2
119       0         LICIT     3
120       0         LICIT     3
121       0         LICIT     4
122       0         LICIT     0
123       0         LICIT     4
124       0         LICIT     3
125       0         LICIT     14
126       0         LICIT     1
127       0         LICIT     1
128       0         LICIT     2
129       0         LICIT     2
130       0         LICIT     2
131       0         LICIT     4
132       0         LICIT     15
133       0         LICIT     4
134       0         LICIT     2
135       0         LICIT     1
136       0         LICIT     2
137       0         LICIT     5
138       0         LICIT     2
139       0         LICIT     4
140       0         LICIT     4
141       0         LICIT     2
142       0         LICIT     1
143       0         LICIT     1
144       0         LICIT     0
145       0         LICIT     0
146       0         LICIT     1
147       0         LICIT     11
148       0         LICIT     1
149       0         LICIT     1
150       0         LICIT     2
151       0         LICIT     2
152       0         LICIT     2
153       0         LICIT     1
154       0         LICIT     1
155       0         LICIT     2
156       0         LICIT     1
157       0         LICIT     1
158       0         LICIT     2
159       0         LICIT     1
160       0         LICIT     1
161       0         LICIT     1
162       0         LICIT     2
163       0         LICIT     1
164       0         LICIT     5
165       0         LICIT     2
166       0         LICIT     1
167       0         LICIT     2
168       0         LICIT     2
169       0         LICIT     0
170       0         LICIT     4
171       0         LICIT     2
172       0         LICIT     0
173       0         LICIT     8
174       0         LICIT     1
175       0         LICIT     1
176       0         LICIT     3
177       0         LICIT     1
178       0         LICIT     2
179       0         LICIT     4
180       0         LICIT     5
181       0         LICIT     0
182       0         LICIT     2
183       0         LICIT     1
184       0         LICIT     2
185       0         LICIT     8
186       0         LICIT     0
187       0         LICIT     1
188       0         LICIT     3
189       0         LICIT     3
190       0         LICIT     2
191       0         LICIT     1
192       0         LICIT     6
193       0         LICIT     1
194       0         LICIT     2
195       0         LICIT     2
196       0         LICIT     2
197       0         LICIT     2
198       0         LICIT     5
199       0         LICIT     1
200       0         LICIT     3
201       0         LICIT     3
202       0         LICIT     2
203       0         LICIT     0
204       0         LICIT     3
205       0         LICIT     2
206       0         LICIT     3
207       0         LICIT     1
208       0         LICIT     2
209       0         LICIT     1
210       0         LICIT     2
211       0         LICIT     2
212       0         LICIT     1
213       0         LICIT     1
214       0         LICIT     2
215       0         LICIT     2
216       0         LICIT     2
217       0         LICIT     2
218       0         LICIT     1
219       0         LICIT     2
220       0         LICIT     1
221       0         LICIT     5
222       0         LICIT     2
223       0         LICIT     0
224       0         LICIT     2
225       0         LICIT     1
226       0         LICIT     3
227       0         LICIT     3
228       0         LICIT     1
229       0         LICIT     1
230       0         LICIT     4
231       0         LICIT     1
232       0         LICIT     3
233       0         LICIT     4
234       0         LICIT     2
235       0         LICIT     2
236       0         LICIT     0
237       0         LICIT     2
238       0         LICIT     0
239       0         LICIT     0
240       0         LICIT     1
241       0         LICIT     2
242       0         LICIT     1
243       0         LICIT     10
244       0         LICIT     3
245       0         LICIT     5
246       0         LICIT     3
247       0         LICIT     1
248       0         LICIT     2
249       0         LICIT     2
250       0         LICIT     3
251       0         LICIT     1
252       0         LICIT     1
253       0         LICIT     4
254       0         LICIT     4
255       0         LICIT     3
256       0         LICIT     3
257       0         LICIT     2
258       0         LICIT     6
259       0         LICIT     2
260       0         LICIT     2
261       0         LICIT     2
262       0         LICIT     0
263       1         ILLICIT   1
264       0         LICIT     3
265       0         LICIT     1
266       0         LICIT     2
267       0         LICIT     7
268       0         LICIT     1
269       0         LICIT     1
270       0         LICIT     2
271       0         LICIT     3
272       0         LICIT     1
273       0         LICIT     2
274       0         LICIT     1
275       0         LICIT     5
276       0         LICIT     4
277       0         LICIT     3
278       0         LICIT     0
279       0         LICIT     6
280       0         LICIT     4
281       0         LICIT     3
282       0         LICIT     1
283       0         LICIT     2
284       0         LICIT     1
285       0         LICIT     3
286       0         LICIT     1
287       0         LICIT     1
288       0         LICIT     2
289       0         LICIT     3
290       0         LICIT     0
291       0         LICIT     2
292       0         LICIT     2
293       0         LICIT     0
294       0         LICIT     1
295       0         LICIT     3
296       0         LICIT     1
297       0         LICIT     2
298       0         LICIT     4
299       0         LICIT     4
300       0         LICIT     2
301       0         LICIT     0
302       0         LICIT     1
303       0         LICIT     5
304       0         LICIT     4
305       0         LICIT     2
306       0         LICIT     1
307       0         LICIT     17
308       0         LICIT     2
309       0         LICIT     8
310       0         LICIT     2
311       0         LICIT     3
312       0         LICIT     2
313       0         LICIT     1
314       0         LICIT     2
315       0         LICIT     4
316       0         LICIT     1
317       0         LICIT     1
318       0         LICIT     2
319       0         LICIT     2
320       0         LICIT     1
321       0         LICIT     5
322       0         LICIT     4
323       0         LICIT     8
324       0         LICIT     2
325       0         LICIT     1
326       0         LICIT     2
327       0         LICIT     2
328       0         LICIT     3
329       0         LICIT     4
330       0         LICIT     2
331       0         LICIT     2
332       0         LICIT     0
333       0         LICIT     2
334       0         LICIT     0
335       0         LICIT     2
336       0         LICIT     2
337       0         LICIT     3
338       0         LICIT     1
339       0         LICIT     2
340       0         LICIT     1
341       0         LICIT     2
342       0         LICIT     3
343       0         LICIT     2
344       0         LICIT     2
345       0         LICIT     1
346       0         LICIT     2
347       0         LICIT     2
348       0         LICIT     0
349       0         LICIT     0
350       0         LICIT     1
351       0         LICIT     3
352       0         LICIT     3
353       0         LICIT     4
354       0         LICIT     1
355       0         LICIT     1
356       0         LICIT     2
357       0         LICIT     3
358       0         LICIT     3
359       0         LICIT     5
360       0         LICIT     2
361       0         LICIT     3
362       0         LICIT     4
363       0         LICIT     3
364       0         LICIT     3
365       0         LICIT     3
366       0         LICIT     1
367       0         LICIT     0
368       0         LICIT     1
369       0         LICIT     8
370       0         LICIT     0
371       0         LICIT     2
372       0         LICIT     2
373       0         LICIT     1
374       0         LICIT     1
375       0         LICIT     1
376       0         LICIT     1
377       0         LICIT     2
378       0         LICIT     1
379       0         LICIT     2
380       0         LICIT     1
381       0         LICIT     2
382       0         LICIT     1
383       0         LICIT     1
384       0         LICIT     2
385       0         LICIT     2
386       0         LICIT     2
387       0         LICIT     1
388       0         LICIT     1
389       0         LICIT     2
390       0         LICIT     2
391       1         ILLICIT   1
392       0         LICIT     2
393       0         LICIT     1
394       0         LICIT     1
395       0         LICIT     1
396       0         LICIT     2
397       0         LICIT     3
398       0         LICIT     1
399       0         LICIT     2
400       0         LICIT     0
401       0         LICIT     2
402       0         LICIT     2
403       0         LICIT     2
404       0         LICIT     3
405       0         LICIT     1
406       0         LICIT     1
407       0         LICIT     2
408       0         LICIT     2
409       0         LICIT     3
410       0         LICIT     3
411       0         LICIT     0
412       0         LICIT     2
413       0         LICIT     4
414       0         LICIT     3
415       0         LICIT     1
416       0         LICIT     1
417       0         LICIT     1
418       0         LICIT     2
419       0         LICIT     1
420       0         LICIT     3
421       0         LICIT     3
422       0         LICIT     2
423       0         LICIT     1
424       0         LICIT     1
425       0         LICIT     1
426       0         LICIT     1
427       0         LICIT     2
428       0         LICIT     2
429       0         LICIT     0
430       0         LICIT     1
431       0         LICIT     2
432       0         LICIT     3
433       0         LICIT     1
434       0         LICIT     2
435       0         LICIT     1
436       0         LICIT     2
437       0         LICIT     3
438       0         LICIT     4
439       0         LICIT     4
440       0         LICIT     2
441       0         LICIT     3
442       0         LICIT     2
443       0         LICIT     1
444       0         LICIT     5
445       0         LICIT     0
446       0         LICIT     2
447       0         LICIT     2
448       0         LICIT     1
449       0         LICIT     0
450       0         LICIT     0
451       0         LICIT     2
452       0         LICIT     3
453       0         LICIT     1
454       0         LICIT     2
455       0         LICIT     2
456       0         LICIT     2
457       0         LICIT     1
458       0         LICIT     2
459       0         LICIT     2
460       0         LICIT     1
461       0         LICIT     1
462       0         LICIT     2
463       0         LICIT     0
464       0         LICIT     2
465       0         LICIT     3
466       0         LICIT     0
467       0         LICIT     0
468       0         LICIT     2
469       0         LICIT     1
470       0         LICIT     2
471       0         LICIT     2
472       0         LICIT     0
473       0         LICIT     4
474       0         LICIT     2
475       0         LICIT     2
476       0         LICIT     1
477       0         LICIT     1
478       0         LICIT     2
479       0         LICIT     1
480       0         LICIT     1
481       0         LICIT     4
482       0         LICIT     1
483       0         LICIT     1
484       0         LICIT     1
485       0         LICIT     4
486       0         LICIT     3
487       0         LICIT     0
488       0         LICIT     1
489       0         LICIT     1
490       0         LICIT     0
491       0         LICIT     2
492       0         LICIT     2
493       0         LICIT     2
494       0         LICIT     0
495       0         LICIT     3
496       0         LICIT     2
497       0         LICIT     1
498       0         LICIT     1
499       0         LICIT     4
500       0         LICIT     2
501       0         LICIT     1
502       0         LICIT     2
503       0         LICIT     4
504       0         LICIT     3
505       0         LICIT     2
506       0         LICIT     2
507       0         LICIT     0
508       0         LICIT     2
509       0         LICIT     1
510       0         LICIT     1
511       0         LICIT     1
512       0         LICIT     0
513       0         LICIT     2
514       0         LICIT     3
515       0         LICIT     0
516       0         LICIT     1
517       0         LICIT     2
518       0         LICIT     1
519       0         LICIT     2
520       0         LICIT     2
521       0         LICIT     1
522       0         LICIT     1
523       0         LICIT     2
524       0         LICIT     0
525       0         LICIT     2
526       0         LICIT     2
527       0         LICIT     1
528       0         LICIT     2
529       0         LICIT     2
530       0         LICIT     2
531       0         LICIT     2
532       0         LICIT     1
533       0         LICIT     3
534       0         LICIT     1
535       0         LICIT     1
536       0         LICIT     0
537       0         LICIT     2
538       0         LICIT     1
539       0         LICIT     2
540       0         LICIT     1
541       0         LICIT     0
542       0         LICIT     2
543       0         LICIT     2
544       0         LICIT     1
545       0         LICIT     4
546       0         LICIT     5
547       0         LICIT     1
548       0         LICIT     2
549       0         LICIT     1
550       0         LICIT     3
551       0         LICIT     1
552       0         LICIT     3
553       0         LICIT     3
554       0         LICIT     3
555       0         LICIT     1
556       0         LICIT     2
557       0         LICIT     5
558       0         LICIT     2
559       0         LICIT     1
560       0         LICIT     2
561       0         LICIT     1
562       0         LICIT     2
563       0         LICIT     0
564       0         LICIT     1
565       0         LICIT     1
566       0         LICIT     1
567       0         LICIT     1
568       0         LICIT     2
569       0         LICIT     1
570       0         LICIT     2
571       0         LICIT     1
572       0         LICIT     1
573       0         LICIT     1
574       0         LICIT     1
575       0         LICIT     2
576       0         LICIT     2
577       0         LICIT     2
578       0         LICIT     1
579       0         LICIT     1
580       0         LICIT     4
581       0         LICIT     3
582       0         LICIT     1
583       0         LICIT     1
584       0         LICIT     2
585       0         LICIT     0
586       0         LICIT     1
587       0         LICIT     20
588       0         LICIT     3
589       0         LICIT     3
590       0         LICIT     1
591       0         LICIT     2
592       0         LICIT     2
593       0         LICIT     1
594       0         LICIT     0
595       0         LICIT     0
596       0         LICIT     0
597       0         LICIT     2
598       0         LICIT     1
599       0         LICIT     1
600       0         LICIT     0
601       0         LICIT     2
602       0         LICIT     3
603       0         LICIT     1
604       0         LICIT     0
605       0         LICIT     0
606       0         LICIT     2
607       0         LICIT     2
608       0         LICIT     0
609       0         LICIT     1
610       0         LICIT     2
611       0         LICIT     1
612       0         LICIT     3
613       0         LICIT     1
614       0         LICIT     1
615       0         LICIT     2
616       0         LICIT     1
617       0         LICIT     0
618       0         LICIT     5
619       0         LICIT     2
620       0         LICIT     2
621       0         LICIT     4
622       0         LICIT     4
623       0         LICIT     3
624       0         LICIT     1
625       0         LICIT     4
626       0         LICIT     1
627       0         LICIT     2
628       0         LICIT     2
629       0         LICIT     2
630       0         LICIT     2
631       0         LICIT     2
632       0         LICIT     2
633       0         LICIT     1
634       0         LICIT     1
635       0         LICIT     1
636       0         LICIT     0
637       0         LICIT     0
638       0         LICIT     1
639       0         LICIT     2
640       0         LICIT     2
641       0         LICIT     2
642       0         LICIT     3
643       0         LICIT     2
644       0         LICIT     1
645       0         LICIT     1
646       0         LICIT     1
647       0         LICIT     2
648       0         LICIT     1
649       0         LICIT     1
650       0         LICIT     1
651       0         LICIT     1
652       0         LICIT     1
653       0         LICIT     0
654       0         LICIT     2
655       0         LICIT     1
656       0         LICIT     2
657       0         LICIT     0
658       0         LICIT     3
659       0         LICIT     4
660       0         LICIT     2
661       0         LICIT     4
662       0         LICIT     2
663       0         LICIT     1
664       0         LICIT     3
665       0         LICIT     1
666       0         LICIT     2
667       0         LICIT     2
668       0         LICIT     1
669       0         LICIT     3
670       0         LICIT     2
671       0         LICIT     2
672       0         LICIT     2
673       0         LICIT     3
674       0         LICIT     1
675       0         LICIT     3
676       0         LICIT     4
677       0         LICIT     2
678       0         LICIT     8
679       0         LICIT     3
680       0         LICIT     3
681       0         LICIT     3
682       0         LICIT     2
683       0         LICIT     2
684       0         LICIT     1
685       0         LICIT     2
686       0         LICIT     1
687       0         LICIT     2
688       0         LICIT     1
689       0         LICIT     2
690       0         LICIT     2
691       0         LICIT     1
692       0         LICIT     4
693       0         LICIT     4
694       0         LICIT     4
695       0         LICIT     1
696       0         LICIT     3
697       0         LICIT     1
698       0         LICIT     3
699       0         LICIT     0
700       0         LICIT     2
701       0         LICIT     2
702       0         LICIT     1
703       0         LICIT     1
704       0         LICIT     0
705       0         LICIT     4
706       0         LICIT     4
707       0         LICIT     3
708       0         LICIT     3
709       0         LICIT     1
710       0         LICIT     3
711       0         LICIT     4
712       0         LICIT     0
713       0         LICIT     2
714       0         LICIT     2
715       0         LICIT     0
716       0         LICIT     1
717       0         LICIT     2
718       0         LICIT     2
719       0         LICIT     1
720       0         LICIT     1
721       0         LICIT     1
722       0         LICIT     2
723       0         LICIT     0
724       0         LICIT     1
725       0         LICIT     1
726       0         LICIT     1
727       0         LICIT     0
728       0         LICIT     0
729       0         LICIT     2
730       0         LICIT     1
731       0         LICIT     2
732       0         LICIT     1
733       0         LICIT     3
734       0         LICIT     1
735       0         LICIT     0
736       0         LICIT     1
737       0         LICIT     2
738       0         LICIT     0
739       0         LICIT     2
740       0         LICIT     1
741       0         LICIT     0
742       0         LICIT     0
743       0         LICIT     1
744       0         LICIT     2
745       0         LICIT     2
746       0         LICIT     2
747       0         LICIT     3
748       0         LICIT     1
749       0         LICIT     2
750       0         LICIT     1
751       0         LICIT     1
752       0         LICIT     1
753       0         LICIT     5
754       0         LICIT     1
755       0         LICIT     3
756       0         LICIT     1
757       0         LICIT     1
758       0         LICIT     2
759       1         ILLICIT   1
760       0         LICIT     4
761       0         LICIT     1
762       0         LICIT     3
763       0         LICIT     3
764       0         LICIT     2
765       0         LICIT     1
766       0         LICIT     1
767       0         LICIT     2
768       0         LICIT     1
769       0         LICIT     2
770       0         LICIT     1
771       0         LICIT     1
772       0         LICIT     1
773       0         LICIT     2
774       0         LICIT     2
775       0         LICIT     2
776       0         LICIT     4
777       0         LICIT     2
778       0         LICIT     3
779       0         LICIT     4
780       0         LICIT     3
781       0         LICIT     1
782       1         ILLICIT   0
783       0         LICIT     3
784       0         LICIT     1
785       0         LICIT     1
786       0         LICIT     2
787       0         LICIT     4
788       0         LICIT     0
789       0         LICIT     2
790       0         LICIT     2
791       0         LICIT     3
792       0         LICIT     2
793       0         LICIT     4
794       0         LICIT     1
795       0         LICIT     0
796       0         LICIT     1
797       0         LICIT     0
798       0         LICIT     2
799       0         LICIT     2
800       0         LICIT     0
801       0         LICIT     0
802       0         LICIT     2
803       0         LICIT     1
804       0         LICIT     3
805       0         LICIT     3
806       0         LICIT     2
807       0         LICIT     1
808       0         LICIT     2
809       0         LICIT     0
810       0         LICIT     4
811       0         LICIT     3
812       0         LICIT     1
813       0         LICIT     1
814       0         LICIT     0
815       0         LICIT     2
816       0         LICIT     1
817       0         LICIT     1
818       0         LICIT     2
819       0         LICIT     1
820       0         LICIT     2
821       0         LICIT     2
822       0         LICIT     1
823       0         LICIT     2
824       0         LICIT     1
825       0         LICIT     2
826       0         LICIT     2
827       0         LICIT     1
828       0         LICIT     1
829       0         LICIT     3
830       0         LICIT     2
831       0         LICIT     2
832       0         LICIT     1
833       0         LICIT     3
834       0         LICIT     3
835       0         LICIT     3
836       0         LICIT     2
837       0         LICIT     2
838       0         LICIT     1
839       0         LICIT     2
840       0         LICIT     2
841       0         LICIT     3
842       0         LICIT     1
843       0         LICIT     2
844       0         LICIT     1
845       0         LICIT     2
846       0         LICIT     0
847       0         LICIT     2
848       0         LICIT     0
849       0         LICIT     0
850       0         LICIT     0
851       0         LICIT     3
852       0         LICIT     2
853       0         LICIT     2
854       0         LICIT     1
855       0         LICIT     2
856       0         LICIT     0
857       0         LICIT     0
858       0         LICIT     3
859       0         LICIT     4
860       0         LICIT     1
861       0         LICIT     2
862       0         LICIT     1
863       0         LICIT     1
864       0         LICIT     0
865       0         LICIT     2
866       0         LICIT     1
867       0         LICIT     2
868       0         LICIT     2
869       0         LICIT     1
870       0         LICIT     1
871       0         LICIT     1
872       0         LICIT     2
873       0         LICIT     2
874       0         LICIT     2
875       0         LICIT     0
876       0         LICIT     1
877       0         LICIT     4
878       0         LICIT     3
879       0         LICIT     0
880       0         LICIT     1
881       0         LICIT     2
882       0         LICIT     1
883       0         LICIT     1
884       0         LICIT     3
885       0         LICIT     1
886       0         LICIT     2
887       0         LICIT     3
888       0         LICIT     2
889       0         LICIT     0
890       0         LICIT     1
891       0         LICIT     1
892       0         LICIT     0
893       0         LICIT     3
894       0         LICIT     2
895       0         LICIT     1
896       0         LICIT     1
897       0         LICIT     2
898       0         LICIT     3
899       0         LICIT     2
900       0         LICIT     1
901       0         LICIT     2
902       0         LICIT     2
903       0         LICIT     1
904       0         LICIT     2
905       0         LICIT     1
906       0         LICIT     1
907       0         LICIT     3
908       0         LICIT     1
909       0         LICIT     1
910       0         LICIT     3
911       0         LICIT     1
912       0         LICIT     3
913       0         LICIT     2
914       0         LICIT     1
915       0         LICIT     2
916       0         LICIT     1
917       0         LICIT     1
918       0         LICIT     5
919       0         LICIT     2
920       0         LICIT     2
921       0         LICIT     4
922       0         LICIT     3
923       0         LICIT     2
924       0         LICIT     1
925       0         LICIT     3
926       0         LICIT     2
927       0         LICIT     1
928       0         LICIT     2
929       0         LICIT     1
930       0         LICIT     2
931       0         LICIT     4
932       0         LICIT     3
933       0         LICIT     1
934       0         LICIT     0
935       0         LICIT     1
936       0         LICIT     4
937       0         LICIT     2
938       0         LICIT     3
939       1         ILLICIT   1
940       0         LICIT     4
941       0         LICIT     1
942       0         LICIT     1
943       0         LICIT     0
944       0         LICIT     1
945       0         LICIT     3
946       0         LICIT     2
947       0         LICIT     1
948       0         LICIT     1
949       0         LICIT     1
950       0         LICIT     1
951       0         LICIT     1
952       0         LICIT     1
953       0         LICIT     2
954       0         LICIT     1
955       0         LICIT     2
956       0         LICIT     4
957       0         LICIT     1
958       0         LICIT     1
959       0         LICIT     1
960       0         LICIT     3
961       0         LICIT     2
962       0         LICIT     2
963       0         LICIT     2
964       0         LICIT     4
965       0         LICIT     0
966       0         LICIT     0
967       0         LICIT     1
968       0         LICIT     2
969       0         LICIT     3
970       0         LICIT     1
971       0         LICIT     2
972       0         LICIT     1
973       0         LICIT     3
974       0         LICIT     2
975       0         LICIT     1
976       0         LICIT     1
977       0         LICIT     1
978       0         LICIT     0
979       0         LICIT     1
980       0         LICIT     3
981       0         LICIT     1
982       0         LICIT     1
983       0         LICIT     1
984       0         LICIT     1
985       0         LICIT     2
986       0         LICIT     1
987       0         LICIT     0
988       0         LICIT     2
989       0         LICIT     2
990       0         LICIT     1
991       0         LICIT     3
992       0         LICIT     1
993       0         LICIT     0
994       0         LICIT     1
995       0         LICIT     1
996       0         LICIT     1
997       0         LICIT     0
998       0         LICIT     1
999       0         LICIT     2
1000      0         LICIT     2
1001      0         LICIT     1
1002      0         LICIT     0
1003      0         LICIT     2
1004      0         LICIT     1
1005      0         LICIT     1
1006      0         LICIT     2
1007      0         LICIT     1
1008      0         LICIT     1
1009      0         LICIT     2
1010      0         LICIT     1
1011      0         LICIT     3
1012      0         LICIT     1
1013      0         LICIT     2
1014      0         LICIT     3
1015      0         LICIT     2
1016      0         LICIT     1
1017      0         LICIT     1
1018      0         LICIT     0
1019      0         LICIT     0
1020      0         LICIT     2
1021      0         LICIT     2
1022      0         LICIT     0
1023      0         LICIT     1
1024      0         LICIT     0
1025      0         LICIT     0
1026      0         LICIT     2
1027      0         LICIT     1
1028      0         LICIT     2
1029      0         LICIT     3
1030      0         LICIT     2
1031      0         LICIT     2
1032      0         LICIT     1
1033      0         LICIT     2
1034      0         LICIT     1
1035      0         LICIT     1
1036      0         LICIT     2
1037      0         LICIT     2
1038      0         LICIT     1
1039      0         LICIT     0
1040      0         LICIT     2
1041      0         LICIT     2
1042      0         LICIT     4
1043      0         LICIT     2
1044      0         LICIT     2
1045      0         LICIT     2
1046      0         LICIT     1
1047      0         LICIT     0
1048      0         LICIT     4
1049      0         LICIT     4
1050      0         LICIT     3
1051      0         LICIT     1
1052      0         LICIT     2
1053      0         LICIT     1
1054      0         LICIT     2
1055      0         LICIT     1
1056      0         LICIT     3
1057      0         LICIT     1
1058      0         LICIT     2
1059      0         LICIT     1
1060      0         LICIT     1
1061      0         LICIT     2
1062      0         LICIT     3
1063      0         LICIT     2
1064      0         LICIT     3
1065      0         LICIT     2
1066      0         LICIT     1
1067      0         LICIT     3
1068      0         LICIT     2
1069      0         LICIT     0
1070      0         LICIT     0
1071      0         LICIT     2
1072      0         LICIT     1
1073      0         LICIT     1
1074      0         LICIT     1
1075      0         LICIT     2
1076      0         LICIT     1
1077      0         LICIT     1
1078      0         LICIT     1
1079      0         LICIT     2
1080      0         LICIT     2
1081      0         LICIT     1
1082      0         LICIT     1
1083      0         LICIT     0
1084      0         LICIT     1
1085      0         LICIT     1
1086      0         LICIT     1
1087      0         LICIT     1
1088      0         LICIT     2
1089      0         LICIT     3
1090      0         LICIT     2
1091      0         LICIT     1
1092      0         LICIT     2
1093      0         LICIT     2
1094      0         LICIT     1
1095      0         LICIT     2
1096      0         LICIT     3
1097      0         LICIT     2
1098      0         LICIT     0
1099      0         LICIT     0
1100      0         LICIT     1
1101      0         LICIT     2
1102      0         LICIT     1
1103      0         LICIT     1
1104      0         LICIT     3
1105      0         LICIT     1
1106      0         LICIT     2
1107      0         LICIT     1
1108      0         LICIT     2
1109      0         LICIT     1
1110      0         LICIT     3
1111      0         LICIT     1
1112      0         LICIT     0
1113      0         LICIT     2
1114      0         LICIT     2
1115      0         LICIT     1
1116      0         LICIT     2
1117      0         LICIT     2
1118      0         LICIT     4
1119      0         LICIT     2
1120      0         LICIT     2
1121      0         LICIT     2
1122      0         LICIT     1
1123      0         LICIT     3
1124      0         LICIT     1
1125      0         LICIT     1
1126      0         LICIT     1
1127      0         LICIT     2
1128      0         LICIT     3
1129      0         LICIT     2
1130      0         LICIT     4
1131      0         LICIT     2
1132      0         LICIT     0
1133      0         LICIT     2
1134      0         LICIT     3
1135      0         LICIT     2
1136      0         LICIT     1
1137      0         LICIT     1
1138      0         LICIT     1
1139      0         LICIT     0
1140      0         LICIT     1
1141      0         LICIT     0
1142      0         LICIT     0
1143      0         LICIT     2
1144      0         LICIT     3
1145      0         LICIT     2
1146      0         LICIT     0
1147      0         LICIT     1
1148      0         LICIT     1
1149      0         LICIT     2
1150      0         LICIT     0
1151      0         LICIT     1
1152      0         LICIT     2
1153      0         LICIT     2
1154      0         LICIT     1
1155      0         LICIT     3
1156      0         LICIT     0
1157      0         LICIT     2
1158      0         LICIT     1
1159      0         LICIT     1
1160      0         LICIT     1
1161      0         LICIT     1
1162      0         LICIT     2
1163      0         LICIT     2
1164      0         LICIT     2
1165      0         LICIT     1
1166      0         LICIT     1
1167      0         LICIT     1
1168      0         LICIT     0
1169      0         LICIT     1
1170      0         LICIT     2
1171      0         LICIT     1
1172      0         LICIT     3
1173      0         LICIT     3
1174      0         LICIT     1
1175      0         LICIT     1
1176      0         LICIT     1
1177      0         LICIT     1
1178      0         LICIT     1
1179      0         LICIT     1
1180      0         LICIT     1
1181      0         LICIT     1
1182      0         LICIT     2
1183      0         LICIT     2
1184      0         LICIT     3
1185      0         LICIT     1
1186      0         LICIT     1
1187      0         LICIT     2
1188      0         LICIT     2
1189      0         LICIT     0
1190      0         LICIT     5
1191      0         LICIT     3
1192      0         LICIT     0
1193      0         LICIT     1
1194      0         LICIT     1
1195      0         LICIT     2
1196      0         LICIT     1
1197      0         LICIT     1
1198      0         LICIT     1
1199      0         LICIT     1
1200      0         LICIT     1
1201      0         LICIT     0
1202      0         LICIT     1
1203      0         LICIT     3
1204      0         LICIT     2
1205      0         LICIT     1
1206      0         LICIT     1
1207      0         LICIT     1
1208      0         LICIT     1
1209      0         LICIT     1
1210      0         LICIT     2
1211      0         LICIT     1
1212      0         LICIT     2
1213      0         LICIT     2
1214      0         LICIT     1
1215      0         LICIT     0
1216      0         LICIT     2
1217      0         LICIT     1
1218      0         LICIT     2
1219      0         LICIT     3
1220      0         LICIT     2
1221      0         LICIT     2
1222      0         LICIT     2
1223      0         LICIT     2
1224      0         LICIT     1
1225      0         LICIT     3
1226      0         LICIT     1
1227      0         LICIT     2
1228      0         LICIT     2
1229      0         LICIT     1
1230      0         LICIT     2
1231      0         LICIT     1
1232      0         LICIT     2
1233      0         LICIT     1
1234      0         LICIT     1
1235      0         LICIT     1
1236      0         LICIT     2
1237      0         LICIT     0
1238      0         LICIT     0
1239      0         LICIT     1
1240      0         LICIT     6
1241      0         LICIT     2
1242      0         LICIT     1
1243      0         LICIT     2
